,name,speciality,vegan,vegetarian,lat,long
10511,Le Trisk'l,crepe,0,0,48.5803798,2.3012978
10512,Poivre Rouge,na,0,0,48.5803762,2.3015016
10513,IT Fresco Everyday,italian,0,0,48.5803727,2.3016679
10514,Le Bonaberi,african,0,0,48.9163139,2.3352437
10515,Neroma,pizza,0,0,48.9142181,2.3363073
10516,Sushi Kyoto,japanese,0,0,48.9150987,2.2731527
10517,Bar à Iode - Charonne,seafood,0,0,48.8533837,2.3830737
10518,Bar à Iode - Saint-Germaine,seafood,0,0,48.8497018,2.3516467
10519,Restaurant L'Huîtrier,seafood,0,0,48.8797665,2.2962206
10520,Pain d'Épices,na,0,0,48.8531869,2.3539563
10521,Co,fine_dining;regional,0,0,48.8966278,2.3429355
10522,Les Pirates de Montmartre - La Cuisine,fish,0,0,48.8933911,2.3424474
10523,Le Réfectoire,na,0,0,48.8708004,2.3584296
10524,Chiche,na,0,0,48.8707696,2.3588071
10525,Aux Bons Crus,french,0,0,48.8571557,2.3800072
10526,Pizza Chez Nous,pizza,0,0,48.8367766,2.2519435
10527,Il Vantaggio,italian,0,0,48.8384155,2.2595891
10528,SEN,vietnamese,0,0,48.9250662,2.2099605
10529,The Ranch,na,0,0,48.917922,2.2247462
10530,Le Sing Chuen,chinese,0,0,48.9153107,2.2310212
10531,Asie Wok,asian,0,0,49.0107502,1.9038046
10532,Sanjo,japanese,0,0,48.8663481,2.3331854
10533,Beau & Fort,na,0,0,48.8741043,2.3420981
10534,Le Terroir est dans le pré,french;sandwich;salads,0,0,48.8740004,2.3417882
10535,Tham's,vietnamese;lao;taiwanese,0,0,48.8740204,2.341104
10536,Line Sushi,sushi;japanese,0,0,48.8740953,2.3431805
10537,Tokyo sushi,japanese,0,0,48.847168,2.4715644
10538,Al amir,lebanese,0,0,48.8472681,2.4714358
10539,For tai,chinese,0,0,48.8472236,2.4716066
10540,Cirillo,italian,0,0,48.6360573,2.3060708
10541,Ocean's Sushi,japanese,0,0,48.8858428,2.214757
10542,Bianco,italian,0,0,48.8650408,2.3469967
10543,César,italian,0,0,48.8651148,2.3467843
10544,Girasole Due,italian,0,0,48.8308564,2.3486133
10545,Numéro 1,barbecue,0,0,48.5890438,2.3020273
10546,Ô Divin,na,0,0,48.8926719,2.3262938
10547,Pinto Thai,thai,0,0,48.8333998,2.32371
10548,Chez Y Lan,vietnamese,0,0,48.8339003,2.3269636
10549,Seoul Opera,korean,0,0,48.8675917,2.3331044
10550,Ma Chère et Tendre,steak_house,0,0,48.879217,2.2849655
10551,Acqua e Farina,pizza;regional,0,0,48.8696226,2.3661373
10552,O'Tacos,na,0,0,48.8071779,2.3357775
10553,Pronto Pizza,na,0,0,48.807236,2.3355988
10554,Resto Pizza,na,0,0,48.8073011,2.3345758
10555,Le P'tit Bistrot,na,0,0,48.8066196,2.3357879
10556,Com Viet,vietnamese,0,0,48.8284395,2.3455569
10557,Kasha,crepe,0,0,48.87434,2.3619981
10558,Mypoki,fish;salad,0,0,48.8671987,2.3454178
10559,Fuumi,sushi;burrito,0,0,48.8669148,2.3444836
10560,Orient Express,chinese,0,0,48.8751412,2.3430484
10561,Pastaland,italian,0,0,48.8916585,2.3208162
10562,Maison Lacaille,Bar à vins,0,0,48.892606,2.3249587
10563,Le Bon Bobun,vietnamien,0,0,48.8918579,2.3216479
10564,La Barbiche,na,0,0,48.8811602,2.3343875
10565,La Petite Maison dans la Cour,organic,0,0,48.8530888,2.3610009
10566,Kura,japanese,0,0,48.8575201,2.274943
10567,Le Agra,indian,0,0,48.8565143,2.2783984
10568,Le St Amour,na,0,0,48.8742539,2.3258961
10569,Spring Rolls,na,0,0,48.8748761,2.3253448
10570,Kyoto,japanese,0,0,48.8747208,2.3256018
10571,Kenavo,na,0,0,48.8747277,2.3257506
10572,Bontà,italian,0,0,48.8748777,2.3254566
10573,Chez Léon,na,0,0,48.8747294,2.3258521
10574,Favina,pizza;italian,0,0,48.7393282,2.763781
10575,O Délice,na,0,0,48.8056524,2.3252098
10576,Barolo,italian,0,0,48.8169264,2.4675313
10577,La mascotte,oriental,0,0,48.8901685,2.3774675
10578,Pizzeria Toda L'Akel,na,0,0,48.8898033,2.3776688
10579,Fuxin Sushi Bar,japanese,0,0,48.8564074,2.7480244
10580,Hôtel du Cheval Blanc,na,0,0,48.8380698,2.7531431
10581,Sushi Papaya,sushi,0,0,48.8281104,2.3500507
10582,Sellae,french,0,0,48.8387259,2.3596052
10583,Le Desnoyez,na,0,0,48.8711361,2.3787212
10584,Bon Ga,korean;barbecue,0,0,48.8428985,2.3866518
10585,Le Zenbar,na,0,0,48.8851474,2.3704197
10586,Oketa,japanese,0,0,48.8854758,2.3708354
10587,Culture Crêpes,na,0,0,48.8533305,2.342604
10588,Crêperie des Arts,na,0,0,48.8532667,2.3423257
10589,L'Isolotto,na,0,0,48.8532639,2.3424186
10590,Topoly,na,0,0,48.853257,2.342534
10591,Au Pt'it Snack,na,0,0,48.8532516,2.3426093
10592,New Delhi's,na,0,0,48.8530485,2.3425078
10593,Dacouar,na,0,0,48.8530451,2.3423681
10594,Le Lutin dans le Jardin,na,0,0,48.853568,2.3425632
10595,Le Saint André,na,0,0,48.8529559,2.3425881
10596,M&Y Savor,asian,0,0,48.8444718,2.3546583
10597,BBQ Rhino Rouge,na,0,0,48.8494896,2.3766328
10598,Léon,na,0,0,48.8784836,2.2848102
10599,Le Tour de Flandre,italian,0,0,48.8897074,2.3760268
10600,Le Flandre,na,0,0,48.8893567,2.3755799
10601,Délicatesse Exotique,asian,0,0,48.888521,2.3745301
10602,You Tek Heng,asian,0,0,48.8878666,2.3737637
10603,Traiteur Shangai,asian,0,0,48.8873565,2.3731475
10604,Basilicata,italian,0,0,48.8265081,2.3234882
10605,La Poutinerie,quebec,0,1,48.8723356,2.3483342
10606,,na,0,0,49.0695038,3.1262998
10607,14 paradis,na,0,0,48.8747386,2.3539629
10608,Akita,japanese,0,0,48.8783848,2.4116921
10609,L'Olivier,italian,0,0,48.878428,2.4118383
10610,Bro Falafel Bar,na,0,0,48.8505202,2.3834041
10611,Supernova,italian,0,0,48.8649961,2.35898
10612,Le Vintage,na,0,0,48.6229823,2.4295191
10613,B&Co,burger,0,0,48.6229726,2.4287691
10614,Kapunka (Vegan),na,0,0,48.86779,2.3485112
10615,Chiche,oriental,0,0,48.8707939,2.3588107
10616,Moussa L'Africain,na,0,0,48.8635261,2.3488598
10617,Waza,sushi,0,0,48.8621307,2.3637655
10618,Suan Thai,thai,0,0,48.8620005,2.3640324
10619,Ai Hsu,japanese;asian,0,0,48.8609731,2.3688535
10620,Özlem,turkish,0,0,48.8739107,2.3485788
10621,Les Petites Écuries,na,0,0,48.8739261,2.3502922
10622,Gramophone,turkish;vegetarian,0,0,48.8641486,2.4449554
10623,I love bobun,asian;vietnamese,0,0,48.875205,2.3329441
10624,Sainbol,vegetarian,0,0,48.8754953,2.3405363
10625,Da Vito,na,0,0,48.8556584,2.371228
10626,Mama Roasta,grill,0,0,48.83648,2.2366292
10627,Vitalis,na,0,0,48.8366184,2.2366093
10628,Max & Zoé,na,0,0,48.8367969,2.2364429
10629,Bella Rosa,italian,0,0,48.835743,2.4750994
10630,Crêperie Le Menec,crepe,0,0,48.8357461,2.4734532
10631,Au Grand Comptoir,na,0,0,48.8738188,2.3648468
10632,(V)ivre,na,0,0,48.8726419,2.3635102
10633,Le Cœur du Liban,lebanese,0,0,48.8723324,2.3631516
10634,13 au Jardin,na,0,0,48.84859,2.3395139
10635,Sucré Salé,na,0,0,48.8760337,2.2896736
10636,Pizza Pizze,italian,0,0,48.8762745,2.290303
10637,L'Obligado,na,0,0,48.8758508,2.289671
10638,Esquirol,na,0,0,48.8993538,2.3700433
10639,Le Palais,italian_pizza;pizza;coffee_shop;french,0,0,48.626847,2.4292027
10640,Casa del Oscar,italian,0,0,48.9071341,2.3652832
10641,Le Baran,turque,0,0,48.9064634,2.3589124
10642,Brasserie le Président,na,0,0,48.9066302,2.358882
10643,Chez Papa,na,0,0,48.9048496,2.3590337
10644,Mogo,asian;bento;korean,0,0,48.8748917,2.3312217
10645,L'Amuse Bouche,na,0,0,48.9650428,2.2832824
10646,La Medusa,na,0,0,48.9644212,2.2844347
10647,Porte bonheur de la gare,asian,0,0,48.9642812,2.286142
10648,Miyazaki,japanese,0,0,48.9643349,2.2859428
10649,Trois B,french,0,0,48.8836813,2.3745431
10650,Bo Bun,na,0,0,48.8922085,2.3783462
10651,Mamatchai,na,0,0,48.8612404,2.3442721
10652,La Bonace,na,0,0,48.8913727,2.3827457
10653,Kim Yang,chinese,0,0,48.8163508,2.1943464
10654,Lusitalia,pizza,0,0,49.2164505,2.4175387
10655,Café Welcome,na,0,0,48.864528,2.330056
10656,La Dolce Vita,italian,0,0,48.9919091,2.2807423
10657,Le Triskell,crepe,0,0,48.9920997,2.2806967
10658,Darna,moroccan,0,0,48.8661425,2.3833959
10659,Asian Soupe,chinese,0,0,48.873437,2.3750399
10660,L'Arôme,french,0,0,48.6277177,2.1017932
10661,Donerium Kebab,kebab,0,0,48.7898115,2.6400915
10662,Merveilles d'Asie,sushi;japanese,0,0,48.6690461,2.1197848
10663,Le Marrakech,couscous,0,0,48.6241473,2.1255589
10664,Le Pilo,french;drinks,0,0,48.624185,2.1253559
10665,Sas Je 88,na,0,0,48.8369714,2.3721641
10666,Art Billing,crêperie,0,0,48.6449774,2.0764553
10667,Nostrum,na,0,0,48.8426877,2.3223129
10668,Rêv Café,french,0,1,48.852824,2.4236461
10669,Le Marsoulan,na,0,0,48.85164,2.4238251
10670,L'Oste,na,0,0,48.9695157,2.2551796
10671,Le Saut du Crapaud,french;mexican,0,0,48.8315833,2.3242762
10672,Japan Sakura,japanese,0,0,48.8518864,2.2041294
10673,Cèpe & Figue,na,0,0,48.8533743,2.3389842
10674,L’Atelier Brasserie Traiteur,na,0,0,49.0637523,2.6025823
10675,Bistrot du Métro,pizza,0,0,48.8576523,2.4332266
10676,Délice dAya,na,0,0,48.8573799,2.4317158
10677,L'Impasto,pizza,0,0,48.8490162,2.3745017
10678,Le Paradoxe,burger;pizza;ice_cream,0,0,49.0301378,2.0210254
10679,Mavrommátis,greek,0,0,48.8598547,2.2790457
10680,Restaurant du Golf,french,0,0,48.6318152,2.0817993
10681,Il Sole,italian,0,0,49.025499,2.3246097
10682,Saveur du Si Chuan,na,0,0,48.8753895,2.3409007
10683,Pho 168,na,0,0,48.8716562,2.3769936
10684,Casa Nostra,na,0,0,49.0190203,2.589771
10685,"Vero, L'autre Cantine",na,0,1,48.8585431,2.3766299
10686,Les Crêpes à Maman,crepes,0,0,48.8041284,2.1757238
10687,Coq and Co,thai,0,0,48.8099994,2.359172
10688,Sésame et Sel,korean,0,0,48.8148081,2.3620218
10689,Au Pur Sang,french,0,0,48.9583007,2.1704339
10690,Les Polissonnes,french,0,0,48.8760285,2.3695574
10691,Le Roi des Gambas,asian;thai,0,0,48.9812217,2.4414609
10692,Le Royal Coréen,chinese;thai,0,0,48.9812639,2.4416808
10693,Le Shanghai,asian,0,0,49.0751197,2.0779504
10694,Papadoom Kitchen,indian,0,0,48.8707259,2.3426454
10695,Poulet Pedro,portuguese,0,0,48.7768152,2.5951793
10696,Au Saint Benoît,traditional;french,0,0,48.8543081,2.3326995
10697,Blue Valentine,french,0,0,48.8674819,2.3702672
10698,Café Templier,french,0,0,48.8388878,2.3147677
10699,Roi des Gourmands,asian,0,0,49.2250464,2.9054342
10700,Le Pari Gourmand,french,0,0,48.8492001,2.6439721
10701,Le Sun-Burger,na,0,0,49.2338844,2.8874564
10702,Le notable,na,0,0,48.875057,2.37324
10703,Kanibalus,na,0,0,48.7121932,2.2982727
10704,Tokyo Sanaya,japanese,0,0,48.7099624,2.2971988
10705,ASA Sushi,japanese,0,1,48.9094471,2.178045
10706,Chez Qian 鍋得缸,chinese;fondue,0,0,48.8769966,2.3516761
10707,Guy Savoy,na,0,0,49.0061273,2.5786684
10708,YO! Sushi,sushi,0,0,49.0062532,2.5786893
10709,Vinh Ha Long,vietnamese,0,0,48.7840147,2.2678106
10710,L'Office,na,0,0,48.8739584,2.3474526
10711,Sweet & Co,crepe,0,0,48.9664541,2.3180772
10712,Akira,japanese,0,0,48.8813717,2.2917188
10713,La Vignelle,na,0,0,48.9679564,2.3163404
10714,Sakura Sushi,japanese,0,0,48.9691823,2.3145136
10715,Verre Chez Moi,french,0,0,48.9703966,2.3124321
10716,C Pizza,pizza,0,0,48.9631302,2.3372813
10717,Toranj,iranian,0,0,48.8401551,2.3406115
10718,Li Thang,tibetan,0,0,48.840357,2.3405578
10719,La Pomme d'Amour,crepes,0,0,48.8404071,2.3406044
10720,Côté Jardin,na,0,0,48.8108839,2.2698985
10721,Le Presles,french,0,0,48.8528875,2.297132
10722,Koï,japanese,0,0,48.8545591,2.3075491
10723,Le Phare St Louis,crepe,0,0,48.9276815,1.9800168
10724,Ichigo Sushi,japanese,0,0,48.9279162,1.9802555
10725,Pedra Alta,portuguese,0,0,48.9280964,1.9803338
10726,Olé Bodéga,spanish,0,0,48.9272148,2.2330553
10727,Le Jardin de l'Inde,na,0,0,48.8715604,2.3540139
10728,Le buffet de la gare,na,0,0,48.875116,2.3579616
10729,,japanese,0,0,49.0228778,2.3641808
10730,Relais Saint-Antoine,na,0,0,48.8565005,2.1928105
10731,,japanese,0,0,48.8625427,2.2074231
10732,Sweet Rawmance,na,0,0,48.8357078,2.3246899
10733,Jah Jah by Le Tricycle,burger;juice;bowl,0,0,48.8731478,2.3531601
10734,Aux Deux Saveurs,french,0,0,48.8464573,2.3733193
10735,Pizza hut,pizza,0,0,48.8179756,2.4193994
10736,Chave's,portuguese,0,0,48.8657849,2.2030216
10737,Gujun Sushi,japanese,0,0,48.8654055,2.2039718
10738,La Mamma,tunisian,0,0,48.8701139,2.3788103
10739,Comptoir Veggie,coffee_shop,1,1,48.8501892,2.374726
10740,Grounded,coffee_shop,1,1,48.854538,2.3842501
10741,Au Pays Bantous,african,0,0,48.8913428,2.3389674
10742,Les Inséparables,french,0,0,48.8902717,2.3421566
10743,Soukhothai,thai,0,0,48.8891882,2.3455977
10744,La Pergola Sushi,japanese,0,0,49.0099353,2.1998779
10745,Brasserie de ja Butte Fleurie,na,0,0,48.7525031,2.3185292
10746,Les Jardins de Shah Jehan,indian,0,0,48.8430589,2.3133147
10747,XV Burger,burger,0,0,48.8430335,2.3132349
10748,Nem & Tea,na,0,0,48.8431965,2.3131203
10749,K-Town,asian;bubble_tea;korean,1,1,48.8432143,2.3132132
10750,Les Fêtes Galantes,french,0,0,48.8478712,2.3473683
10751,Les Sans-Culottes,na,0,0,48.8536089,2.3730502
10752,Khao Suay,thai,0,0,48.8537672,2.3724494
10753,La Nouvelle Rôtisserie,international,0,0,48.8737651,2.3706154
10754,L'Entracte,pizza,0,0,49.0032991,2.2606859
10755,Sushi Club,japanese,0,0,48.8541182,2.3719557
10756,Le Monde des Grillades,na,0,0,48.8542046,2.3715595
10757,Le Pichet de Paris,na,0,0,48.8699554,2.3044771
10758,Zango,na,0,0,48.8633232,2.3484968
10759,Mamma Pizza,pizza,0,0,48.7222739,2.4990496
10760,Tobū,japanese,0,0,48.9575044,2.2567883
10761,Le Brandevin,na,0,0,48.8538474,2.2655505
10762,La Mie Dinette,na,0,0,48.8745497,2.3320945
10763,PeGast,na,0,0,48.8746626,2.3320972
10764,Les Crêpes de Louis-Marie,crepe;french,0,0,48.8404188,2.3501967
10765,Comptoir Coréen,korean,0,0,48.8172283,2.340383
10766,La Cuisine de Chez Moi,na,0,0,48.8740948,2.3466612
10767,Ristorante Del Arte,na,0,0,49.0540148,2.053736
10768,Thaï Bento,thai,0,0,48.8293136,2.5667678
10769,Saint-Louis Restaurant,french,0,0,48.5410525,2.1791399
10770,La Remise,na,0,0,48.5408932,2.1778424
10771,Nioulaville,asian,0,0,48.8703612,2.3772585
10772,Hanoï,vietnamese,0,0,48.9719237,2.3078339
10773,Le Panaché,portuguese,0,0,48.8945836,2.1470144
10774,Yankey,african,0,0,48.8294002,2.3513657
10775,Yatai,japanese,0,0,48.9820771,2.2710865
10776,Yamada Sushi,sushi,0,0,48.9819478,2.2712999
10777,Aussi(e),na,0,0,48.8643284,2.374079
10778,Saigon Hanoi,vietnamese;asian,0,0,48.8558063,2.3922226
10779,Delices d'Asie,chinese,0,0,48.9875204,2.2454117
10780,Privé de Dessert,french,0,0,48.8814244,2.3411331
10781,Zen Bo Bun,na,0,0,48.8766914,2.3362228
10782,Les 400 Coups,na,0,1,48.8371345,2.3823529
10783,Crêperie Brocéliande,na,0,0,48.8844014,2.3411353
10784,Mardin soupe,na,0,0,48.8704535,2.3528693
10785,Pizza d'Esbly,pizza,0,0,48.9021012,2.811802
10786,Maison de la Truffe,french,0,0,48.8679745,2.303049
10787,IBRIK Kitchen,balkan;greek;mediterranean;coffee_shop,0,0,48.8687422,2.3467411
10788,L’As de Trèfle,na,0,0,48.8636304,2.343337
10789,Levantine,na,0,0,48.8715807,2.3681275
10790,L'Osteria del Passepartout,italian,0,0,48.8536194,2.343109
10791,Restaurant Les Halles de l'Aveyron,french,0,0,49.0043826,2.1936556
10792,L'instant Gourmand,na,0,0,49.0134283,2.1774584
10793,Chez Miso,chinese,0,0,49.017399,2.1773295
10794,La Cuisine Du Soleil,na,0,0,48.8113275,2.2586221
10795,Berrie,salad;salads,0,0,48.8766967,2.3355162
10796,La Maison Bleue,na,0,0,48.9798925,2.2355573
10797,Bel Ostia Pizza,pizza,0,0,48.8824604,2.6317837
10798,Chez Yang 878,asian;chinese,0,0,48.7852993,2.3281833
10799,Churrasqueira Sera d'Opa,portuguese,0,0,48.7798625,2.3278454
10800,Le Café Français,brasserie,0,0,48.7851749,2.3280065
10801,Indira,indian,0,0,48.882729,2.3595181
10802,Itoya Sushi,japanese,0,0,48.9961093,2.1900666
10803,Marcel,na,0,0,48.8884284,2.3352628
10804,I cugini,na,0,0,48.875195,2.3511212
10805,To & Cie,vietnamese,0,0,48.8192816,2.3106044
10806,Gourmand Wok,sushi,0,0,48.9498056,2.2032356
10807,Aroi Dee,thai,0,0,48.8503785,2.2706407
10808,Moo Thaï,thai,0,0,48.8762805,2.2958743
10809,Origines,french,0,0,48.8979087,2.0921124
10810,ago,na,0,0,48.8860932,2.3935529
10811,idea sushi,japanese,0,0,48.886461,2.3930433
10812,hbk,burger,0,0,48.886817,2.394053
10813,Le Talon Caché,italian,0,0,48.8831173,2.300784
10814,Madama,japanese,0,0,48.8427275,2.3243147
10815,Mimi,italian,0,0,48.8463363,2.3206648
10816,Paris-Vallées,bistro;french,0,0,48.9141221,2.2576367
10817,Les Anges Gourmands,french,0,0,48.8772032,2.3446981
10818,Birdy's,na,0,0,48.8518532,2.3992555
10819,Viana Churasco,portuguese,0,0,48.7312501,2.2363255
10820,Le 17.37,na,0,0,48.7976824,2.1264057
10821,Stam,na,0,0,48.8347846,2.3193986
10822,Le Kota,indian,0,0,49.0153335,2.2493675
10823,Assiétoi !,na,0,0,49.0005037,2.2407359
10824,Auberge Bressane,french,0,0,48.8565791,2.308579
10825,Les Parisiennes,na,0,0,48.8558662,2.3082491
10826,Café Max,na,0,0,48.8565251,2.3091993
10827,Quai Nedy,na,0,0,48.850994,2.2787133
10828,Le Pilotis,french,0,0,48.8532514,2.5440634
10829,La Source,na,0,0,48.8581632,2.3102277
10830,Mora,italian,0,0,48.8936084,2.3223675
10831,La Casa de Jantar,tapas,0,0,48.5386975,2.6582984
10832,Momo,chinese;taiwanese,0,0,48.8693938,2.3345262
10833,,asian;vietnamese,0,0,48.8688805,2.2250453
10834,Café Mirabelle,na,0,0,48.858415,2.3850045
10835,La maison pourpre,thai,0,0,48.8708834,2.3765229
10836,Da Graziella,italian,0,0,48.8738058,2.3498117
10837,New Hawaïenne,korean,0,0,48.8710354,2.376564
10838,Exki,na,0,0,48.7293443,2.3744955
10839,Exki,na,0,0,48.727757,2.3685289
10840,Brioche Dorée,na,0,0,48.7270019,2.3614256
10841,Polykim,chinese,0,0,48.8603083,2.3460165
10842,Pizza de Venise,italian,0,0,48.8000439,2.4292908
10843,Ö Mama,coffee_shop;international,0,0,48.8687929,2.224967
10844,King Steak House,na,0,0,48.9571416,2.9074232
10845,Yvette,na,0,0,48.7102906,2.1656269
10846,Le Paradis du Fruit,french;international,0,0,48.8834888,2.3263737
10847,Al Vecchio Forno,pizza,0,0,48.8878866,2.2845636
10848,Yamada 8,japanese,0,0,48.8873208,2.2844618
10849,La Pergola,na,0,0,48.8873779,2.2850027
10850,Le Boétie,na,1,1,48.8731523,2.3121877
10851,Chez ma Poule,na,0,0,48.8512818,2.2774192
10852,Le Gros 7,na,0,0,48.8512844,2.2774413
10853,New Jawad Longchamp,indian,0,0,48.8650694,2.2901095
10854,Chez Véro,italian;french,0,0,48.8714537,2.380477
10855,Le potager de Charlotte,na,1,0,48.8816088,2.298046
10856,Tutto Bene,italian,0,0,48.8351753,2.3265296
10857,Coffee Anjapper,na,0,0,48.8828605,2.3597977
10858,Boucherie Roulière,french,0,0,48.8515842,2.3336604
10859,Billili,french,0,0,48.8806872,2.3499983
10860,Ugarit,lebanese,0,0,48.8362259,2.289732
10861,Monak,na,0,0,48.8667946,2.2976962
10862,Les Maréchaux,na,0,0,48.873135,2.2929001
10863,Mojito Habana,na,0,0,48.8739942,2.2927049
10864,Chez Raja,indian,0,0,48.8601232,2.3094805
10865,,na,0,0,48.8610384,2.3093344
10866,Au Bureau,na,0,0,49.1600582,2.2558182
10867,Le Louis,french,0,0,48.8642427,2.3414005
10868,Little Baobai,na,0,0,48.8756793,2.3414884
10869,Ravioli Chinois Nord-Est,chinese,0,0,48.8726732,2.3752343
10870,Pains d'Ailleurs,turkish,0,0,48.9956761,2.0630208
10871,Chez Suzanne,african,0,0,48.9367376,2.3547724
10872,George V,na,0,0,48.8652484,2.301154
10873,Café Foufou,french;brunch,0,0,48.8630409,2.3685331
10874,Vins par Là,na,0,0,48.831872,2.3276705
10875,Angelo,pizza,0,0,48.9962321,2.1901002
10876,Mignon café,french;brunch,0,0,48.8896126,2.3361906
10877,Restaurant JSK,italian,0,0,48.8408624,2.231375
10878,Baba Zulu,waffle,0,0,48.8711146,2.3639799
10879,Le village grec,na,0,0,48.8674582,2.0935085
10880,Rêves D'afrique,na,0,0,48.8340718,2.3223017
10881,AsiaGrill 168,asian,0,0,48.9993698,2.1824452
10882,Le Buzenval,na,0,0,48.8573538,2.1901833
10883,Panna Cotta Café,na,0,0,48.8573864,2.1906137
10884,Tikano,japanese,0,0,48.8318936,2.3275765
10885,L'Africana,na,0,0,48.8710902,2.379169
10886,La Maison Montreuil,french,0,1,48.8593578,2.4398866
10887,Pesto Fresco,na,0,0,48.8638045,2.3457837
10888,Tripletta,pizza,0,0,48.8702466,2.3794903
10889,Chez René et Gabin,mediterranean,0,0,48.8703498,2.3793457
10890,Chez Lin,asian,0,1,48.7957291,2.1548733
10891,Maison délice,asian,0,1,48.7949903,2.1557472
10892,Pizza Porchefontaine,pizza,0,0,48.794714,2.1556607
10893,Sushiko,japanese,0,0,48.9315362,2.0386975
10894,Himalaya,indian,0,0,48.9314599,2.0387364
10895,Le Riad,moroccan,0,0,48.931378,2.0387699
10896,Eat my balls,na,0,0,48.8618409,2.3802906
10897,Kazoko,japanese,0,0,48.7802763,2.2058757
10898,La Rôtisserie,chicken,0,0,48.8099774,2.4149915
10899,Salaï,salad,0,0,48.9154442,2.3553825
10900,A Tavola,italian,0,0,48.8435303,2.2366322
10901,La Gloria di Mio Padre,italian;pizza,0,0,49.0375054,2.0783233
10902,Fromages et cetera,na,0,0,48.8151072,2.3173239
10903,Bowly Poke,na,0,0,48.8672954,2.3327201
10904,,thai,0,0,48.8311115,2.3285845
10905,Comme O ViêtNam,vietnamese,0,0,48.8869201,2.1724953
10906,Hippopotamus,steak_house,0,0,48.9887794,2.2079707
10907,L'Inspiration,na,0,0,48.8410478,2.3147864
10908,Hokiko,sushi,0,0,48.88589,2.1967855
10909,L'Atelier Artisan Crépier,crepe,0,0,48.782359,2.2202775
10910,Au Berry,salade,0,0,48.7822742,2.2202989
10911,Big Fernand,na,0,0,48.7823529,2.2203245
10912,Fattorie Garofalo,na,0,0,48.7822663,2.2203566
10913,Hanoi Ca Phe,na,0,0,48.7823405,2.2203982
10914,Jab and Baker,na,0,0,48.7823316,2.2204599
10915,Le Fish'Tro de Leon,fish,0,0,48.7822592,2.2204143
10916,Noura Street Food,street_food,0,0,48.7823202,2.2205162
10917,Olivium Gelateria,na,0,0,48.7822494,2.2204652
10918,Pokeria,na,0,0,48.7823096,2.2205699
10919,La Main d'Or,na,0,0,48.9186099,2.3417307
10920,Le Chichi Ponpon,na,0,0,48.9177147,2.3406414
10921,Gourmet Grill,korean,0,0,48.9197361,2.3438262
10922,Auberge de Tighza,na,0,0,48.9192008,2.3445135
10923,,couscous,0,0,48.9194211,2.3445068
10924,Au Grand Comptoir,na,0,0,48.9209747,2.3444653
10925,Happy Sushi,japanese,0,0,48.9701654,2.076019
10926,Indiana Café,american;mexican,0,0,48.84942,2.2826241
10927,Dapprima,italian,0,0,48.8911271,2.2444001
10928,O'Maquis,south_african,0,0,48.9329766,2.0453012
10929,Red Mountain,italian,0,0,48.8158381,2.327325
10930,,na,0,0,48.9147625,2.2832244
10931,Village du Bengale,indian,0,0,48.9139578,2.2836488
10932,Papelli,pizza,0,0,48.8715773,2.3569354
10933,Akita 16,asian,0,0,48.8529671,2.2756181
10934,,na,0,0,48.6860857,2.2062175
10935,Oïshi Sushi,japanese,0,0,48.687652,2.2100504
10936,La Villa Saint-Baudile,italian,0,0,48.8561583,2.5313662
10937,Pizza Hut,pizza,0,0,48.8600499,2.3075284
10938,Ty Billig,crepe,0,0,48.8421853,2.324431
10939,Simone Lemon,na,0,0,48.8742544,2.3392212
10940,Le Caulaincourt,na,0,0,48.8894149,2.3364205
10941,Signature Montmartre,na,0,0,48.8844261,2.3412986
10942,Eataly Paris Marais,italian,0,0,48.8584124,2.3543579
10943,Rainettes,na,0,0,48.8551469,2.3625716
10944,Buffalo Grill,steak_house,0,0,48.8673419,2.3625227
10945,,na,0,0,48.8692086,2.3686373
10946,Le Gotham,na,0,0,48.8352715,2.2368911
10947,Ô Resto,na,0,0,48.8352559,2.238147
10948,Bozen,na,0,0,48.8349726,2.2370142
10949,Le 6,na,0,0,48.8345076,2.2381975
10950,Sushi Gan,japanese,0,0,48.8668653,2.3361171
10951,Jardin du Kashmir,indian,0,0,49.0051004,1.9016399
10952,Belly'Cup,na,0,0,48.991922,1.910446
10953,Grand corona,na,0,0,48.8649171,2.3009044
10954,Levain,na,0,0,48.8452782,2.2362335
10955,Le Coin des Amis,na,0,0,48.8903206,2.3434979
10956,Les Saveurs d'Abyssinie,ethiopian,0,1,48.8404225,2.3502775
10957,Service Pizza,na,0,0,48.705726,2.3562413
10958,Chez Papa,na,0,0,48.8573597,2.3805386
10959,Brasserie Julien,na,0,0,48.8697116,2.3562447
10960,Seguin Sound,burger,0,0,48.8251534,2.2309002
10961,Mezzé du Village,lebanese,0,0,48.7794875,2.3145714
10962,Le Caffe Jadis,na,0,0,48.8793047,2.3366757
10963,Tong Fang,asian,0,0,48.8768493,2.4072249
10964,Edogawa,sushi,0,0,48.9135985,2.3259349
10965,Capri,na,0,0,48.8675282,2.3324057
10966,Délice de l'Inde,indian,0,0,48.8427013,2.219457
10967,Angelo,pizza,0,0,48.8423155,2.2194295
10968,Au Bonheur,asian,0,0,48.9825317,2.2308724
10969,Alfio,na,0,0,48.8580452,2.2998447
10970,Saigon pho,na,0,0,48.8708297,2.376513
10971,Asie bowl,na,0,0,48.8710883,2.3765623
10972,SoumSoum,hummus_bar;Pitas,0,0,48.8568453,2.3585668
